Date,Retailer,Company,Margin,Amount
12/28/2019,PowerSphere,ApexCraft Electric,1435.09,11590.40
12/28/2019,ElectroLine,HavellVolt Solutions,139.05,2981.00
12/28/2019,ElectroLine,SupraVolt Manufacturing,349.37,1825.00
12/28/2019,ElectroLine,SupraVolt Manufacturing,61.33,548.00
12/28/2019,ElectroLine,SupraVolt Manufacturing,195.41,775.00
12/28/2019,ElectroLine,SupraVolt Manufacturing,282.65,1168.67
12/28/2019,ElectroLine,SupraVolt Manufacturing,238.82,968.90
12/28/2019,ElectroLine,SupraVolt Manufacturing,880.63,2519.33
12/28/2019,ElectroLine,SupraVolt Manufacturing,167.89,676.02
12/28/2019,ElectroLine,SupraVolt Manufacturing,99.97,417.65
12/28/2019,ElectroLine,SupraVolt Manufacturing,129.28,540.98
12/28/2019,ElectroLine,SupraVolt Manufacturing,1256.48,3037.07
12/28/2019,ElectroLine,SupraVolt Manufacturing,1833.78,4213.60
12/28/2019,ElectroLine,SupraVolt Manufacturing,591.07,3854.00
12/28/2019,ElectroLine,SupraVolt Manufacturing,171.39,727.33
12/28/2019,ElectroLine,SupraVolt Manufacturing,215.51,910.69
12/28/2019,ElectroLine,SupraVolt Manufacturing,303.33,771.88
12/28/2019,ElectroLine,SupraVolt Manufacturing,741.12,2200.55
12/28/2019,PulseCraft Depot,FusionAnchor Technologies,320.85,1056.58
12/28/2019,PulseCraft Depot,AnchorVolt Industries,18.07,258.10
12/28/2019,PulseCraft Depot,AnchorVolt Industries,9.39,128.70
12/28/2019,PulseCraft Depot,AnchorVolt Industries,9.59,65.50
12/28/2019,PulseCraft Depot,AnchorVolt Industries,19.05,160.00
12/28/2019,PulseCraft Depot,OrionVolt Systems,31.96,227.00
12/29/2019,PulseCraft Depot,BharatElectra Works,56.60,314.80
12/29/2019,PulseCraft Depot,SupraVolt Manufacturing,131.27,291.00
12/29/2019,PulseCraft Depot,OrionVolt Systems,39.21,109.20
12/30/2019,WattFusion,AnchorVolt Industries,96.76,738.50
12/30/2019,WattFusion,AnchorVolt Industries,267.63,1593.20
12/30/2019,WattFusion,AnchorVolt Industries,323.17,1776.00
12/30/2019,WattFusion,AnchorVolt Industries,478.33,4050.20
12/30/2019,WattFusion,AnchorVolt Industries,208.55,1106.40
12/30/2019,WattFusion,AnchorVolt Industries,404.37,2761.60
12/30/2019,WattFusion,AnchorVolt Industries,322.91,2942.40
12/30/2019,WattFusion,AnchorVolt Industries,289.68,2037.80
12/30/2019,WattFusion,AnchorVolt Industries,187.74,1506.80
12/30/2019,WattFusion,AnchorVolt Industries,191.24,1501.80
12/30/2019,WattFusion,AnchorVolt Industries,126.13,1494.80
12/30/2019,WattFusion,AnchorVolt Industries,181.74,1504.80
12/30/2019,WattFusion,AnchorVolt Industries,341.91,2998.60
12/30/2019,WattFusion,SupraVolt Manufacturing,61.61,547.20
12/30/2019,WattFusion,SupraVolt Manufacturing,83.57,753.20
12/30/2019,WattFusion,OrionVolt Systems,1309.61,3950.80
12/30/2019,WattFusion,OrionVolt Systems,193.33,1533.92
12/30/2019,WattFusion,OrionVolt Systems,169.50,604.88
12/30/2019,WattFusion,OrionVolt Systems,77.17,774.64
12/30/2019,WattFusion,OrionVolt Systems,216.34,1977.40
12/30/2019,WattFusion,OrionVolt Systems,262.03,1198.00
12/30/2019,WattFusion,OrionVolt Systems,133.89,798.36
12/30/2019,WattFusion,OrionVolt Systems,3.37,842.80
12/30/2019,ElectroLink,SupraVolt Manufacturing,345.29,1833.00
12/30/2019,ElectroLink,SupraVolt Manufacturing,448.26,1269.17
12/30/2019,ElectroLink,SupraVolt Manufacturing,1260.35,3045.07
12/30/2019,ElectroLink,OrionVolt Systems,87.77,843.16
12/30/2019,ElectroLink,OrionVolt Systems,110.76,1030.64
12/30/2019,SparkWave,AnchorVolt Industries,177.27,1499.80
12/30/2019,SparkWave,SupraVolt Manufacturing,345.15,1831.00
12/30/2019,SparkWave,OrionVolt Systems,136.47,708.48
12/30/2019,SparkWave,OrionVolt Systems,109.55,820.08
12/30/2019,Cash,FusionAnchor Technologies,71.63,206.11
12/30/2019,Cash,FusionAnchor Technologies,30.99,103.48
12/30/2019,Cash,ElectroSaar Fabricators,17.49,44.60
12/30/2019,SparkSphere,AnchorVolt Industries,361.44,1039.54
12/30/2019,SparkSphere,AnchorVolt Industries,306.93,1972.50
12/30/2019,SparkSphere,AnchorVolt Industries,142.13,1306.60
12/30/2019,SparkSphere,AnchorVolt Industries,176.32,1280.50
12/30/2019,SparkSphere,AnchorVolt Industries,104.58,710.70
12/30/2019,SparkSphere,AnchorVolt Industries,135.29,798.10
12/30/2019,SparkSphere,AnchorVolt Industries,168.06,894.50
12/30/2019,SparkSphere,AnchorVolt Industries,386.25,2194.80
12/30/2019,SparkSphere,AnchorVolt Industries,197.83,1004.00
12/30/2019,SparkSphere,AnchorVolt Industries,205.15,1387.30
12/30/2019,SparkSphere,AnchorVolt Industries,158.42,1470.70
12/30/2019,SparkSphere,AnchorVolt Industries,144.81,1022.40
12/30/2019,SparkSphere,AnchorVolt Industries,58.89,744.00
12/30/2019,SparkSphere,AnchorVolt Industries,78.53,743.00
12/30/2019,SparkSphere,Others,61.07,166.00
12/30/2019,SparkSphere,VoltWave Manufacturing,69.40,350.00
12/30/2019,SparkSphere,OrionVolt Systems,340.07,609.00
12/30/2019,SparkSphere,OrionVolt Systems,100.49,997.20
12/30/2019,SparkSphere,OrionVolt Systems,133.99,595.00
12/30/2019,SparkSphere,OrionVolt Systems,81.60,443.00
12/30/2019,PulseCraft Depot,HavellVolt Solutions,106.50,682.00
12/27/2019,Cash,NexaVolt Engineering,15.40,53.00
12/27/2019,Cash,BharatElectra Works,24.70,123.00
12/27/2019,Cash,OrionVolt Systems,35.73,104.00
12/27/2019,PulseCraft Depot,BharatElectra Works,33.70,124.00
12/21/2019,Cash,AnchorVolt Industries,24.95,98.45
12/21/2019,Cash,ApexCraft Electric,254.36,1304.00
12/21/2019,Cash,SupraVolt Manufacturing,45.81,106.00
12/21/2019,Cash,SupraVolt Manufacturing,197.13,396.04
12/21/2019,Cash,SupraVolt Manufacturing,88.20,195.16
12/21/2019,Cash,SupraVolt Manufacturing,27.77,61.12
12/21/2019,Cash,OrionVolt Systems,11.96,107.06
12/21/2019,Cash,OrionVolt Systems,20.51,97.30
1/2/2020,PulseCraft Depot,ApexCraft Electric,103.88,556.80
1/2/2020,PulseCraft Depot,PowerShakti Engineering,11.01,69.20
1/2/2020,PulseCraft Depot,SupraVolt Manufacturing,105.36,269.00
1/2/2020,PulseCraft Depot,OrionVolt Systems,16.55,53.90
1/2/2020,PulseCraft Depot,ElectroSaar Fabricators,11.09,36.20
1/2/2020,Cash,BharatElectra Works,230.03,5369.68
1/4/2020,Cash,BharatElectra Works,30.10,289.00
1/4/2020,Cash,BharatElectra Works,6.08,171.00
1/4/2020,Cash,BharatElectra Works,30.70,118.00
1/5/2020,Cash,DynoGrid Industries,30.88,722.00
1/5/2020,Cash,Others,72.29,155.00
1/5/2020,Cash,HavellCore Technologies,16.22,68.00
1/5/2020,Cash,Others,34.72,237.20
1/5/2020,Cash,Others,3.31,238.20
1/5/2020,Cash,Others,324.75,1763.60
1/5/2020,VoltVille,AnchorVolt Industries,82.96,596.82
1/5/2020,VoltVille,AnchorVolt Industries,37.76,193.88
1/5/2020,VoltVille,AnchorVolt Industries,60.53,266.26
1/5/2020,VoltVille,AnchorVolt Industries,192.10,1134.28
1/5/2020,VoltVille,AnchorVolt Industries,75.15,414.26
1/5/2020,VoltVille,SupraVolt Manufacturing,440.28,1264.17
1/5/2020,VoltVille,SupraVolt Manufacturing,124.99,772.00
1/5/2020,VoltVille,SupraVolt Manufacturing,466.62,880.22
1/5/2020,Cash,BharatElectra Works,224.44,5362.68
1/5/2020,Cash,BharatElectra Works,198.94,7934.30
1/5/2020,PulseCraft Depot,BharatElectra Works,29.08,182.00
1/6/2020,WattWave,AnchorVolt Industries,244.13,2037.10
1/6/2020,WattWave,AnchorVolt Industries,161.43,1483.70
1/6/2020,WattWave,OrionVolt Systems,512.87,2528.00
1/6/2020,PowerNode,AnchorVolt Industries,237.52,2035.10
1/6/2020,PowerNode,BharatElectra Works,317.97,1348.00
1/4/2020,PulseCraft Depot,HavellVolt Solutions,81.50,658.00
1/4/2020,PulseCraft Depot,SupraVolt Manufacturing,47.58,111.00
1/6/2020,ElectroMatic,HavellCore Technologies,159.51,668.00
1/6/2020,ElectroMatic,HavellCore Technologies,160.67,735.00
1/6/2020,ElectroMatic,ApexCraft Electric,115.05,2415.12
1/6/2020,ElectroMatic,ApexCraft Electric,171.89,3665.52
1/6/2020,ElectroMatic,Others,239.77,1962.00
1/6/2020,ElectroMatic,Others,70.04,1480.00
1/6/2020,ElectroMatic,Others,58.08,1411.80
1/6/2020,ElectroMatic,Others,54.16,277.80
1/6/2020,ElectroMatic,Others,148.16,344.00
1/6/2020,ElectroMatic,Others,-368.65,337.40
1/6/2020,ElectroMatic,Others,32.01,342.00
1/6/2020,ElectroMatic,VoltWave Manufacturing,125.81,677.00
1/6/2020,ElectroMatic,VoltWave Manufacturing,281.03,991.00
1/6/2020,ElectroMatic,VoltWave Manufacturing,211.01,589.00
1/6/2020,ElectroMatic,Others,0.07,2671.00
1/6/2020,ElectroMatic,OrionVolt Systems,435.77,2072.00
1/6/2020,PulseCraft Depot,BharatElectra Works,59.40,234.00
1/7/2020,Cash,AnchorVolt Industries,23.60,556.30
1/7/2020,ElectroVault,AnchorVolt Industries,304.86,1972.50
1/7/2020,ElectroVault,AnchorVolt Industries,106.55,707.70
1/7/2020,ElectroVault,AnchorVolt Industries,201.89,1200.65
1/7/2020,ElectroVault,AnchorVolt Industries,232.80,1964.50
1/7/2020,ElectroMotive,AnchorVolt Industries,196.84,1013.00
1/7/2020,PowerNode,AnchorVolt Industries,15.88,77.92
1/7/2020,PowerNode,AnchorVolt Industries,32.55,167.00
1/7/2020,PowerNode,OrionVolt Systems,48.66,193.10
1/7/2020,Cash,BharatElectra Works,132.41,6821.80
1/10/2020,Cash,Others,15.38,46.50
1/10/2020,Cash,SupraElectra Industries,235.62,660.60
1/10/2020,Cash,BharatElectra Works,70.75,3411.40
1/9/2020,ElectroEmpire,SupraVolt Manufacturing,142.80,975.00
1/9/2020,ElectroEmpire,SupraVolt Manufacturing,268.00,1718.00
1/9/2020,ElectroEmpire,SupraVolt Manufacturing,457.00,3312.00
1/9/2020,PulseCraft Depot,ApexVolt Industries,70.30,279.00
1/9/2020,PulseCraft Depot,ZenithWeld Electric,29.10,26.80
1/10/2020,ElectroSphere,SupraVolt Manufacturing,366.48,1823.00
1/10/2020,PulseCraft Depot,ApexCraft Electric,4331.30,19186.00
1/10/2020,PulseCraft Depot,OrionVolt Systems,23.73,89.30
1/12/2020,PulseCraft Depot,Others,39.97,81.40
1/12/2020,PulseCraft Depot,SupraVolt Manufacturing,135.64,237.80
1/12/2020,PulseCraft Depot,SupraVolt Manufacturing,43.71,76.00
1/12/2020,PulseCraft Depot,SupraVolt Manufacturing,60.53,146.50
1/12/2020,PulseCraft Depot,SupraVolt Manufacturing,68.43,147.40
1/12/2020,PulseCraft Depot,FusionAnchor Technologies,28.93,146.76
1/12/2020,PulseCraft Depot,ElectroSaar Fabricators,35.03,59.00
1/12/2020,ElectroLink,AnchorVolt Industries,354.67,2552.00
1/12/2020,ElectroLink,AnchorVolt Industries,109.58,1142.90
1/12/2020,ElectroLink,Others,598.51,3332.00
1/12/2020,ElectroLink,SupraVolt Manufacturing,38.88,286.80
1/12/2020,ElectroLink,SupraVolt Manufacturing,57.98,391.20
1/12/2020,ElectroLink,SupraVolt Manufacturing,44.40,276.20
1/12/2020,ElectroLink,SupraVolt Manufacturing,61.80,419.40
1/12/2020,ElectroLink,SupraVolt Manufacturing,78.92,515.40
1/12/2020,ElectroLink,SupraVolt Manufacturing,1263.44,3044.07
1/12/2020,ElectroLink,SupraVolt Manufacturing,631.35,2614.44
1/12/2020,ElectroLink,SupraVolt Manufacturing,33.00,204.20
1/12/2020,ElectroLink,SupraVolt Manufacturing,2.01,12.01
1/12/2020,ElectroLink,OrionVolt Systems,333.99,1214.76
1/12/2020,ElectroLink,OrionVolt Systems,463.47,2370.90
1/12/2020,ElectroVault,OrionVolt Systems,167.23,613.88
1/12/2020,VoltHub,OrionVolt Systems,102.76,1519.00
1/12/2020,VoltHub,OrionVolt Systems,149.62,2282.00
1/12/2020,VoltHub,OrionVolt Systems,101.33,1520.00
1/12/2020,VoltHub,OrionVolt Systems,105.63,1523.00
1/12/2020,VoltHub,OrionVolt Systems,222.96,3701.00
1/12/2020,VoltHub,OrionVolt Systems,149.28,2275.00
1/14/2020,PowerNode,AnchorVolt Industries,24.23,146.21
1/14/2020,PowerNode,AnchorVolt Industries,42.55,280.81
1/14/2020,CurrentWorld,NexaGrid Solutions,331.19,3436.59
1/14/2020,CurrentWorld,Others,146.15,338.00
1/14/2020,CurrentWorld,Others,359.80,595.00
1/14/2020,CurrentWorld,ElectraBharat Manufacturing,132.10,1296.00
1/14/2020,CurrentWorld,ElectraBharat Manufacturing,35.30,273.14
1/14/2020,CurrentWorld,ElectraBharat Manufacturing,32.74,259.14
1/14/2020,CurrentWorld,ElectraBharat Manufacturing,36.69,273.14
1/14/2020,CurrentWorld,ElectraBharat Manufacturing,53.70,531.28
1/14/2020,CurrentWorld,SupraVolt Manufacturing,366.48,1832.00
1/14/2020,CurrentWorld,SupraVolt Manufacturing,56.00,352.00
1/14/2020,CurrentWorld,SupraVolt Manufacturing,73.99,563.60
1/14/2020,CurrentWorld,SupraVolt Manufacturing,60.32,558.00
1/14/2020,CurrentWorld,SupraVolt Manufacturing,50.50,342.40
1/14/2020,CurrentWorld,OrionVolt Systems,132.76,591.16
1/14/2020,CurrentWorld,OrionVolt Systems,161.19,1254.20
1/14/2020,CurrentWorld,OrionVolt Systems,106.50,987.20
1/14/2020,CurrentWorld,FusionAnchor Technologies,519.24,4449.50
1/14/2020,CurrentWorld,FusionAnchor Technologies,126.34,1067.57
1/14/2020,CurrentWorld,FusionAnchor Technologies,195.80,1621.64
1/14/2020,CurrentWorld,FusionAnchor Technologies,230.37,1978.48
1/14/2020,CurrentWorld,FusionAnchor Technologies,288.70,2429.45
1/14/2020,CurrentWorld,FusionAnchor Technologies,449.06,3788.42
1/14/2020,Cash,ApexCraft Electric,44.53,165.80
1/14/2020,Cash,SupraVolt Manufacturing,121.35,271.00
1/12/2020,Cash,BharatElectra Works,33.00,163.00
1/12/2020,Cash,BharatElectra Works,87.43,341.00
1/12/2020,Cash,OrionVolt Systems,24.08,64.20
1/12/2020,BrightWire,OrionVolt Systems,143.98,912.68
1/11/2020,WattZone,ApexCraft Electric,245.18,1915.12
1/11/2020,WattZone,ApexCraft Electric,407.01,2530.14
1/11/2020,WattZone,ElectroAnchor Systems,323.91,2567.28
1/11/2020,CurrentCraft,Others,-253.88,1636.00
1/11/2020,CurrentCraft,SupraVolt Manufacturing,70.82,503.60
1/11/2020,CurrentCraft,SupraVolt Manufacturing,76.99,562.60
1/11/2020,CurrentCraft,SupraVolt Manufacturing,245.59,1599.00
1/11/2020,Cash,FusionAnchor Technologies,60.68,210.98
1/11/2020,Cash,FusionAnchor Technologies,38.12,140.20
1/14/2020,PulseCraft Depot,SupraVolt Manufacturing,84.35,229.00
1/3/2020,Cash,ApexCraft Electric,493.60,7691.32
1/9/2020,VoltStream,SupraVolt Manufacturing,1226.05,2075.00
1/16/2020,ElectroEmpire,Others,715.80,4005.40
1/16/2020,ElectroEmpire,OrionVolt Systems,725.51,4511.60
1/16/2020,PulseCraft Depot,Others,491.50,534.00
1/16/2020,Cash,BharatElectra Works,45.48,1481.84
1/16/2020,Cash,BharatElectra Works,70.21,3415.40
1/16/2020,Cash,BharatElectra Works,259.57,10525.36
1/16/2020,CurrentPulse,ElectroAnchor Systems,1245.63,7985.84
1/16/2020,CurrentPulse,OrionVolt Systems,204.41,1611.80
1/16/2020,ElectroSource,AnchorVolt Industries,2995.12,7143.00
1/16/2020,ElectroSource,AnchorVolt Industries,1104.30,6227.60
1/16/2020,ElectroSource,AnchorVolt Industries,298.55,2696.00
1/16/2020,ElectroSource,AnchorVolt Industries,171.53,1474.00
1/16/2020,ElectroSource,AnchorVolt Industries,214.41,1750.36
1/16/2020,ElectroSource,AnchorVolt Industries,205.33,1414.40
1/16/2020,ElectroSource,AnchorVolt Industries,661.82,4042.50
1/16/2020,ElectroSource,AnchorVolt Industries,303.59,1981.90
1/16/2020,ElectroSource,AnchorVolt Industries,385.68,2953.94
1/16/2020,ElectroSource,AnchorVolt Industries,151.41,1169.00
1/16/2020,ElectroSource,OrionVolt Systems,1593.53,7354.00
1/17/2020,PowerCore,Others,331.50,1895.60
1/17/2020,PowerCore,Others,178.45,1011.60
1/17/2020,PowerCore,Others,258.50,1442.00
1/17/2020,PowerCore,SupraVolt Manufacturing,93.70,715.00
1/17/2020,PowerCore,SupraVolt Manufacturing,57.12,403.20
1/17/2020,PowerCore,SupraVolt Manufacturing,52.00,356.00
1/17/2020,ElectroGrid,BharatElectra Works,225.07,1643.35
1/17/2020,ElectroGrid,SupraVolt Manufacturing,54.94,357.00
1/17/2020,ElectroGrid,SupraVolt Manufacturing,70.87,564.60
1/17/2020,PowerEdge,Others,45.99,446.28
1/17/2020,PowerEdge,Others,75.63,1028.40
1/17/2020,PowerEdge,Others,-288.48,3478.00
1/17/2020,PowerEdge,Others,-276.22,9526.00
1/17/2020,PowerEdge,PowerMatic Havells,18.59,564.78
1/17/2020,PowerEdge,PowerMatic Havells,17.59,565.78
1/17/2020,PowerEdge,PowerMatic Havells,23.59,563.78
1/17/2020,PowerEdge,PowerMatic Havells,39.19,529.18
1/17/2020,PowerEdge,PowerMatic Havells,29.39,400.63
1/17/2020,PowerEdge,PowerMatic Havells,26.39,395.63
1/11/2020,Cash,ApexCraft Electric,3422.36,21110.00
1/17/2020,PulseCraft Depot,BharatElectra Works,50.10,319.00
1/17/2020,PulseCraft Depot,SupraVolt Manufacturing,117.35,269.00
1/17/2020,CurrentCraft,Others,229.00,1262.40
1/17/2020,CurrentCraft,Others,128.30,677.40
1/17/2020,CurrentCraft,Others,174.00,962.00
1/17/2020,CurrentCraft,Others,129.29,2436.00
1/20/2020,ElectroSphere,AnchorVolt Industries,1038.16,2739.00
1/20/2020,ElectroSphere,AnchorVolt Industries,531.94,3819.50
1/20/2020,ElectroSphere,AnchorVolt Industries,234.10,2035.10
1/20/2020,ElectroSphere,AnchorVolt Industries,478.07,2504.50
1/20/2020,ElectroSphere,AnchorVolt Industries,195.06,1642.25
1/20/2020,ElectroSphere,AnchorVolt Industries,149.81,1029.40
1/20/2020,ElectroSphere,SupraVolt Manufacturing,1742.02,4384.10
1/20/2020,ElectroSphere,SupraVolt Manufacturing,886.57,2527.33
1/20/2020,ElectroSphere,SupraVolt Manufacturing,920.82,2118.30
1/20/2020,ElectroSphere,OrionVolt Systems,186.35,1301.00
1/20/2020,ElectroSphere,OrionVolt Systems,190.30,1411.96
1/20/2020,ElectroSphere,OrionVolt Systems,415.03,2242.76
1/20/2020,ElectroSphere,FusionAnchor Technologies,1415.34,5128.59
1/20/2020,ElectroSphere,FusionAnchor Technologies,120.18,989.34
1/20/2020,ElectroSphere,FusionAnchor Technologies,506.39,1868.53
1/20/2020,ElectroSphere,FusionAnchor Technologies,390.35,2028.05
1/20/2020,ElectroSphere,FusionAnchor Technologies,620.81,2625.77
1/20/2020,ElectroSphere,FusionAnchor Technologies,727.85,3532.75
1/20/2020,ElectroSphere,FusionAnchor Technologies,1073.25,4236.41
1/20/2020,PowerCore,SupraVolt Manufacturing,363.48,1825.00
1/20/2020,PulseCraft Depot,Others,54.24,221.00
1/20/2020,PulseCraft Depot,OrionVolt Systems,38.67,76.60
1/20/2020,PulseCraft Depot,OrionVolt Systems,53.08,296.00
1/20/2020,PulseCraft Depot,OrionVolt Systems,67.57,392.00
1/20/2020,PulseCraft Depot,OrionVolt Systems,79.81,229.75
1/20/2020,Cash,BharatElectra Works,516.40,7729.35
1/20/2020,Cash,BharatElectra Works,111.64,2239.52
1/20/2020,Cash,BharatElectra Works,629.50,10703.42
1/20/2020,Cash,BharatElectra Works,357.33,5506.81
1/20/2020,ElectroMotive,SupraVolt Manufacturing,1740.17,4388.10
1/20/2020,ElectroMotive,SupraVolt Manufacturing,2201.63,6300.82
1/20/2020,VoltCraft,SupraVolt Manufacturing,281.62,1174.67
1/20/2020,VoltCraft,SupraVolt Manufacturing,702.82,1756.44
1/20/2020,VoltCraft,SupraVolt Manufacturing,243.64,982.90
1/20/2020,VoltCraft,SupraVolt Manufacturing,447.30,1272.17
1/20/2020,VoltCraft,SupraVolt Manufacturing,159.87,678.02
1/20/2020,VoltCraft,SupraVolt Manufacturing,108.96,419.65
1/20/2020,VoltCraft,SupraVolt Manufacturing,127.27,535.98
1/20/2020,VoltCraft,SupraVolt Manufacturing,1256.41,3041.07
1/20/2020,VoltCraft,SupraVolt Manufacturing,555.51,1265.78
1/20/2020,VoltCraft,SupraVolt Manufacturing,558.50,1936.00
1/20/2020,VoltCraft,SupraVolt Manufacturing,177.38,721.33
1/20/2020,VoltCraft,SupraVolt Manufacturing,211.50,907.69
1/20/2020,VoltCraft,SupraVolt Manufacturing,294.32,777.88
1/20/2020,VoltCraft,SupraVolt Manufacturing,375.04,1098.28
1/21/2020,PowerSphere,HavellVolt Solutions,-38.99,1673.00
1/21/2020,PowerSphere,ZenithCharge Fabrications,9.01,8.01
1/21/2020,PowerSphere,SupraVolt Manufacturing,547.27,2337.36
1/21/2020,PowerSphere,SupraVolt Manufacturing,693.84,1766.44
1/21/2020,PowerSphere,SupraVolt Manufacturing,1325.89,3783.48
1/21/2020,PowerSphere,SupraVolt Manufacturing,450.89,1332.56
1/21/2020,PowerSphere,SupraVolt Manufacturing,257.54,1066.96
1/21/2020,PowerSphere,SupraVolt Manufacturing,3772.31,9110.22
1/21/2020,PowerSphere,SupraVolt Manufacturing,595.01,1304.09
1/21/2020,PowerSphere,SupraVolt Manufacturing,1832.73,4214.60
1/21/2020,PowerSphere,SupraVolt Manufacturing,1113.01,3856.00
1/21/2020,PowerSphere,SupraVolt Manufacturing,872.69,1687.04
1/21/2020,PowerSphere,SupraVolt Manufacturing,341.78,1426.67
1/21/2020,PowerSphere,SupraVolt Manufacturing,429.01,1811.38
1/21/2020,PowerSphere,SupraVolt Manufacturing,587.65,1532.76
1/21/2020,PowerSphere,SupraVolt Manufacturing,1.01,5.01
1/21/2020,PowerSphere,SupraVolt Manufacturing,9.01,7.01
1/21/2020,Cash,AnchorVolt Industries,90.74,760.90
1/21/2020,Cash,BharatElectra Works,249.57,274.50
1/21/2020,Cash,BharatElectra Works,81.02,1525.90
1/21/2020,Cash,BharatElectra Works,-150.25,551.60
1/21/2020,ElectroLink,SupraVolt Manufacturing,549.43,2331.36
1/21/2020,ElectroLink,SupraVolt Manufacturing,700.95,1758.44
1/21/2020,ElectroLink,SupraVolt Manufacturing,262.62,1061.96
1/21/2020,ElectroLink,SupraVolt Manufacturing,921.01,2115.30
1/21/2020,ElectroLink,SupraVolt Manufacturing,345.87,1438.67
1/21/2020,PowerNode,SupraVolt Manufacturing,28.56,206.60
1/21/2020,PowerNode,SupraVolt Manufacturing,205.95,826.00
1/21/2020,PowerPulse,SupraVolt Manufacturing,118.86,959.60
1/21/2020,PowerPulse,SupraVolt Manufacturing,119.02,1114.00
1/21/2020,PowerPulse,SupraVolt Manufacturing,97.20,674.77
1/21/2020,PowerPulse,SupraVolt Manufacturing,160.84,1033.40
1/21/2020,PowerPulse,SupraVolt Manufacturing,158.75,1261.00
1/21/2020,PowerPulse,SupraVolt Manufacturing,698.89,1752.44
1/21/2020,PowerPulse,SupraVolt Manufacturing,441.35,1258.17
1/21/2020,PowerPulse,SupraVolt Manufacturing,882.70,2517.33
1/21/2020,PowerPulse,SupraVolt Manufacturing,370.38,851.52
1/21/2020,PowerPulse,SupraVolt Manufacturing,198.51,1506.40
1/21/2020,PowerPulse,SupraVolt Manufacturing,29.31,201.60
1/21/2020,BrightSource,SupraVolt Manufacturing,118.82,966.60
1/21/2020,BrightSource,SupraVolt Manufacturing,45.99,451.20
1/21/2020,BrightSource,SupraVolt Manufacturing,57.09,343.39
1/21/2020,BrightSource,SupraVolt Manufacturing,54.00,353.00
1/21/2020,BrightSource,SupraVolt Manufacturing,67.99,558.60
1/21/2020,BrightSource,SupraVolt Manufacturing,113.86,1021.40
1/21/2020,BrightSource,SupraVolt Manufacturing,41.96,266.20
1/21/2020,BrightSource,SupraVolt Manufacturing,28.66,174.40
1/21/2020,BrightSource,SupraVolt Manufacturing,67.32,554.00
1/21/2020,BrightSource,SupraVolt Manufacturing,75.56,485.80
1/21/2020,BrightSource,SupraVolt Manufacturing,78.41,407.00
1/21/2020,ElectroLine,SupraVolt Manufacturing,51.98,457.20
1/21/2020,ElectroLine,SupraVolt Manufacturing,98.15,677.77
1/21/2020,ElectroLine,SupraVolt Manufacturing,152.26,1039.00
1/21/2020,ElectroLine,SupraVolt Manufacturing,37.55,208.60
1/21/2020,ElectroLine,SupraVolt Manufacturing,53.99,350.00
1/21/2020,ElectroLine,SupraVolt Manufacturing,-116.64,1031.00
1/21/2020,ElectroLine,SupraVolt Manufacturing,72.96,563.60
1/21/2020,ElectroLine,SupraVolt Manufacturing,100.72,695.40
1/21/2020,ElectroLine,SupraVolt Manufacturing,80.91,518.40
1/21/2020,ElectroLine,SupraVolt Manufacturing,96.79,765.00
1/21/2020,ElectroLine,SupraVolt Manufacturing,1738.90,4388.10
1/21/2020,ElectroLine,SupraVolt Manufacturing,105.81,719.20
1/21/2020,ElectroLine,SupraVolt Manufacturing,60.59,391.20
1/21/2020,PulseCraft Depot,Others,33.15,124.00
1/21/2020,PulseCraft Depot,PowerMatic Havells,44.95,183.00
1/21/2020,PulseCraft Depot,PowerMatic Havells,52.95,194.00
1/21/2020,PulseCraft Depot,VoltFusion Technologies,-11.00,492.00
1/24/2020,ElectroMotive,AnchorVolt Industries,160.86,491.48
1/24/2020,ElectroMotive,AnchorVolt Industries,383.72,2961.10
1/24/2020,ElectroMotive,AnchorVolt Industries,598.29,4139.90
1/24/2020,ElectroMotive,AnchorVolt Industries,327.10,1889.80
1/24/2020,Cash,AnchorVolt Industries,215.41,698.80
1/24/2020,Cash,HavellCore Technologies,12.53,37.80
1/24/2020,Cash,Others,46.53,88.00
1/24/2020,Cash,Others,-34.85,153.00
1/24/2020,Cash,VoltIndus Fabrications,272.87,1257.40
1/24/2020,Cash,VoltIndus Fabrications,76.39,369.40
1/24/2020,Cash,VoltWave Manufacturing,24.46,54.32
1/24/2020,Cash,VoltWave Manufacturing,47.24,81.56
1/24/2020,Cash,BharatElectra Works,822.90,5671.00
1/24/2020,Cash,SupraVolt Manufacturing,65.08,129.00
1/24/2020,Cash,SupraVolt Manufacturing,411.29,871.40
1/24/2020,Cash,SupraVolt Manufacturing,1125.33,1969.60
1/24/2020,Cash,SupraVolt Manufacturing,510.59,945.80
1/24/2020,Cash,SupraVolt Manufacturing,96.36,192.48
1/24/2020,Cash,SupraVolt Manufacturing,532.39,917.20
1/24/2020,Cash,SupraVolt Manufacturing,758.97,1262.00
1/24/2020,Cash,SupraVolt Manufacturing,944.96,2078.00
1/24/2020,Cash,SupraVolt Manufacturing,401.27,867.44
1/24/2020,Cash,SupraVolt Manufacturing,189.19,411.20
1/24/2020,Cash,SupraVolt Manufacturing,326.39,575.20
1/24/2020,Cash,OrionVolt Systems,281.83,919.00
1/24/2020,Cash,OrionVolt Systems,40.87,136.40
1/24/2020,Cash,OrionVolt Systems,25.33,79.52
1/24/2020,Cash,OrionVolt Systems,16.76,261.80
